,countyFIPS,year,proprietors,population,stateFIPS,quarter,Emp,emp_growth,str,imtr,cmtr,KPost2012,logy,qtryr,pop10,percap_emp,tt_CO,tt_KS,tt_MO,tt_NE,tt_OK
0,8001,2004,33040,384809,8,1,125109,,2.9,4.63,4.63,0,11.736940636313312,2004.1,38.4809,0.3251197347255392,1,0,0,0,0
1,8001,2004,33040,384809,8,2,128022,0.023283697000000003,2.9,4.63,4.63,0,11.759957403132939,2004.2,38.4809,0.33268972399294194,1,0,0,0,0
2,8001,2004,33040,384809,8,3,132856,0.037759135,2.9,4.63,4.63,0,11.797021113886588,2004.3,38.4809,0.3452518002437573,1,0,0,0,0
3,8001,2004,33040,384809,8,4,131475,-0.010394713,2.9,4.63,4.63,0,11.786571998457545,2004.4,38.4809,0.34166300684235557,1,0,0,0,0
4,8003,2004,1997,15217,8,1,4934,-0.969520633,2.9,4.63,4.63,0,8.503905297089302,2004.1,1.5217,0.3242426233817441,1,0,0,0,0
5,8003,2004,1997,15217,8,2,5285,0.071139035,2.9,4.63,4.63,0,8.572627898304338,2004.2,1.5217,0.3473089308010777,1,0,0,0,0
6,8003,2004,1997,15217,8,3,5472,0.03538316,2.9,4.63,4.63,0,8.607399459302387,2004.3,1.5217,0.3595978182296116,1,0,0,0,0
7,8003,2004,1997,15217,8,4,5545,0.013340643,2.9,4.63,4.63,0,8.620651899784468,2004.4,1.5217,0.3643950844450286,1,0,0,0,0
8,8005,2004,70078,518971,8,1,234881,41.75227521,2.9,4.63,4.63,0,12.366834281892412,2004.1,51.8971,0.45258983642631284,1,0,0,0,0
9,8005,2004,70078,518971,8,2,238316,0.014624427,2.9,4.63,4.63,0,12.381352803090552,2004.2,51.8971,0.4592087033764892,1,0,0,0,0
10,8005,2004,70078,518971,8,3,243791,0.022973699,2.9,4.63,4.63,0,12.404066579843402,2004.3,51.8971,0.46975842580799315,1,0,0,0,0
11,8005,2004,70078,518971,8,4,243994,0.00083268,2.9,4.63,4.63,0,12.404898913809062,2004.4,51.8971,0.47014958446618405,1,0,0,0,0
12,8007,2004,3660,11266,8,1,2543,-0.991026216,2.9,4.63,4.63,0,7.841099765422119,2004.1,1.1266,0.2257234155867211,1,0,0,0,0
13,8007,2004,3660,11266,8,2,2603,0.02359418,2.9,4.63,4.63,0,7.864419904994565,2004.2,1.1266,0.2310491745073673,1,0,0,0,0
14,8007,2004,3660,11266,8,3,2731,0.04917403,2.9,4.63,4.63,0,7.912423121473705,2004.3,1.1266,0.24241079353807918,1,0,0,0,0
15,8007,2004,3660,11266,8,4,2657,-0.027096302000000003,2.9,4.63,4.63,0,7.884952945759814,2004.4,1.1266,0.23584235753594887,1,0,0,0,0
16,8009,2004,1177,4064,8,1,463,-0.8380552640000001,2.9,4.63,4.63,0,6.137727054086234,2004.1,0.4064,0.11392716535433071,1,0,0,0,0
17,8009,2004,1177,4064,8,2,462,-0.002159827,2.9,4.63,4.63,0,6.135564891081739,2004.2,0.4064,0.11368110236220473,1,0,0,0,0
18,8009,2004,1177,4064,8,3,473,0.023809524,2.9,4.63,4.63,0,6.159095388491933,2004.3,0.4064,0.11638779527559055,1,0,0,0,0
19,8009,2004,1177,4064,8,4,439,-0.071881607,2.9,4.63,4.63,0,6.0844994130751715,2004.4,0.4064,0.10802165354330709,1,0,0,0,0
20,8011,2004,532,6180,8,1,577,0.457070707,2.9,4.63,4.63,0,6.3578422665081,2004.1,0.618,0.09336569579288026,1,0,0,0,0
21,8011,2004,532,6180,8,2,550,-0.046793761,2.9,4.63,4.63,0,6.309918278226516,2004.2,0.618,0.0889967637540453,1,0,0,0,0
22,8011,2004,532,6180,8,3,607,0.103636364,2.9,4.63,4.63,0,6.408528791059498,2004.3,0.618,0.09822006472491909,1,0,0,0,0
23,8011,2004,532,6180,8,4,582,-0.041186161,2.9,4.63,4.63,0,6.366470447731438,2004.4,0.618,0.0941747572815534,1,0,0,0,0
24,8013,2004,49868,279728,8,1,117518,184.0677165,2.9,4.63,4.63,0,11.674346792323094,2004.1,27.9728,0.420115254818967,1,0,0,0,0
25,8013,2004,49868,279728,8,2,121764,0.036130635,2.9,4.63,4.63,0,11.709840024067082,2004.2,27.9728,0.4352942858777098,1,0,0,0,0
26,8013,2004,49868,279728,8,3,122873,0.009107782,2.9,4.63,4.63,0,11.718906580613034,2004.3,27.9728,0.4392588514556998,1,0,0,0,0
27,8013,2004,49868,279728,8,4,123895,0.008317531,2.9,4.63,4.63,0,11.727189711677843,2004.4,27.9728,0.44291240061774295,1,0,0,0,0
28,8014,2004,6671,44867,8,1,27639,-0.803125601,2.9,4.63,4.63,0,10.226983097777042,2004.1,4.4867,0.6160206833530212,1,0,0,0,0
29,8014,2004,6671,44867,8,2,28035,0.014327581,2.9,4.63,4.63,0,10.241209008557773,2004.2,4.4867,0.6248467693404952,1,0,0,0,0
30,8014,2004,6671,44867,8,3,29076,0.037132156,2.9,4.63,4.63,0,10.277668370604527,2004.3,4.4867,0.6480486772015067,1,0,0,0,0
31,8014,2004,6671,44867,8,4,29143,0.002304306,2.9,4.63,4.63,0,10.279970025719809,2004.4,4.4867,0.6495419796286803,1,0,0,0,0
32,8015,2004,3261,17047,8,1,4353,-0.866127445,2.9,4.63,4.63,0,8.378620541552298,2004.1,1.7047,0.2553528480084472,1,0,0,0,0
33,8015,2004,3261,17047,8,2,4463,0.025269929,2.9,4.63,4.63,0,8.40357646462927,2004.2,1.7047,0.2618055962926028,1,0,0,0,0
34,8015,2004,3261,17047,8,3,5201,0.165359624,2.9,4.63,4.63,0,8.556606193773073,2004.3,1.7047,0.3050976711444829,1,0,0,0,0
35,8015,2004,3261,17047,8,4,4341,-0.165352817,2.9,4.63,4.63,0,8.375860015299594,2004.4,1.7047,0.2546489118319939,1,0,0,0,0
36,8017,2004,602,1981,8,1,365,-0.918453977,2.9,4.63,4.63,0,5.8998973535824915,2004.1,0.1981,0.18425037859666835,1,0,0,0,0
37,8017,2004,602,1981,8,2,372,0.019178082,2.9,4.63,4.63,0,5.918893854273146,2004.2,0.1981,0.18778394750126198,1,0,0,0,0
38,8017,2004,602,1981,8,3,374,0.005376344,2.9,4.63,4.63,0,5.924255797414532,2004.3,0.1981,0.18879353861686018,1,0,0,0,0
39,8017,2004,602,1981,8,4,348,-0.06951871700000001,2.9,4.63,4.63,0,5.8522024797744745,2004.4,0.1981,0.17566885411408378,1,0,0,0,0
40,8019,2004,933,9148,8,1,2534,5.7214854110000015,2.9,4.63,4.63,0,7.837554360881084,2004.1,0.9148,0.2770004372540446,1,0,0,0,0
41,8019,2004,933,9148,8,2,2433,-0.039857932,2.9,4.63,4.63,0,7.796880342783522,2004.2,0.9148,0.26595977262789683,1,0,0,0,0
42,8019,2004,933,9148,8,3,2407,-0.010686395,2.9,4.63,4.63,0,7.786136437783072,2004.3,0.9148,0.2631176213379974,1,0,0,0,0
43,8019,2004,933,9148,8,4,2357,-0.020772746,2.9,4.63,4.63,0,7.7651449029361315,2004.4,0.9148,0.2576519457804985,1,0,0,0,0
44,8021,2004,1407,8353,8,1,629,-0.687996032,2.9,4.63,4.63,0,6.444131256700441,2004.1,0.8353,0.07530228660361547,1,0,0,0,0
45,8021,2004,1407,8353,8,2,671,0.066772655,2.9,4.63,4.63,0,6.508769136971682,2004.2,0.8353,0.0803304202083084,1,0,0,0,0
46,8021,2004,1407,8353,8,3,861,0.283159463,2.9,4.63,4.63,0,6.7580945044277305,2004.3,0.8353,0.10307673889620496,1,0,0,0,0
47,8021,2004,1407,8353,8,4,790,-0.082462253,2.9,4.63,4.63,0,6.672032945461067,2004.4,0.8353,0.09457679875493835,1,0,0,0,0
48,8023,2004,538,3656,8,1,301,-0.635151515,2.9,4.63,4.63,0,5.707110264748875,2004.1,0.3656,0.08233041575492342,1,0,0,0,0
49,8023,2004,538,3656,8,2,324,0.07641196,2.9,4.63,4.63,0,5.780743515792329,2004.2,0.3656,0.0886214442013129,1,0,0,0,0
50,8023,2004,538,3656,8,3,436,0.345679012,2.9,4.63,4.63,0,6.077642243349034,2004.3,0.3656,0.11925601750547046,1,0,0,0,0
51,8023,2004,538,3656,8,4,397,-0.089449541,2.9,4.63,4.63,0,5.983936280687191,2004.4,0.3656,0.10858862144420131,1,0,0,0,0
52,8025,2004,519,5720,8,1,255,-0.480651731,2.9,4.63,4.63,0,5.541263545158426,2004.1,0.572,0.044580419580419584,1,0,0,0,0
53,8025,2004,519,5720,8,2,250,-0.019607843,2.9,4.63,4.63,0,5.521460917862246,2004.2,0.572,0.043706293706293704,1,0,0,0,0
54,8025,2004,519,5720,8,3,255,0.02,2.9,4.63,4.63,0,5.541263545158426,2004.3,0.572,0.044580419580419584,1,0,0,0,0
55,8025,2004,519,5720,8,4,255,0.0,2.9,4.63,4.63,0,5.541263545158426,2004.4,0.572,0.044580419580419584,1,0,0,0,0
56,8027,2004,1191,3911,8,1,534,0.136170213,2.9,4.63,4.63,0,6.280395838960195,2004.1,0.3911,0.13653796982868832,1,0,0,0,0
57,8027,2004,1191,3911,8,2,617,0.155430712,2.9,4.63,4.63,0,6.424869023905388,2004.2,0.3911,0.15776016364101253,1,0,0,0,0
58,8027,2004,1191,3911,8,3,690,0.118314425,2.9,4.63,4.63,0,6.536691597591305,2004.3,0.3911,0.1764254666325748,1,0,0,0,0
59,8027,2004,1191,3911,8,4,621,-0.1,2.9,4.63,4.63,0,6.431331081933479,2004.4,0.3911,0.15878291996931732,1,0,0,0,0
60,8029,2004,5446,29305,8,1,4785,6.767857143,2.9,4.63,4.63,0,8.473241303887054,2004.1,2.9305,0.16328271626002389,1,0,0,0,0
61,8029,2004,5446,29305,8,2,5138,0.073772205,2.9,4.63,4.63,0,8.544419177669829,2004.2,2.9305,0.17532844224535063,1,0,0,0,0
62,8029,2004,5446,29305,8,3,5416,0.054106656,2.9,4.63,4.63,0,8.59711281459211,2004.3,2.9305,0.184814878007166,1,0,0,0,0
63,8029,2004,5446,29305,8,4,5526,0.020310192,2.9,4.63,4.63,0,8.617219505483362,2004.4,2.9305,0.18856850366831598,1,0,0,0,0
64,8031,2004,73145,550756,8,1,361370,60.39483520000001,2.9,4.63,4.63,0,12.797657643180036,2004.1,55.0756,0.6561344769734692,1,0,0,0,0
65,8031,2004,73145,550756,8,2,370588,0.025508482,2.9,4.63,4.63,0,12.82284621238471,2004.2,55.0756,0.672871471214113,1,0,0,0,0
66,8031,2004,73145,550756,8,3,374369,0.010202705,2.9,4.63,4.63,0,12.832997221012237,2004.3,55.0756,0.6797365802642187,1,0,0,0,0
67,8031,2004,73145,550756,8,4,370926,-0.009196808,2.9,4.63,4.63,0,12.823757860778157,2004.4,55.0756,0.6734851731075104,1,0,0,0,0
68,8033,2004,529,1850,8,1,209,-0.999506433,2.9,4.63,4.63,0,5.342334251964811,2004.1,0.185,0.11297297297297297,1,0,0,0,0
69,8033,2004,529,1850,8,2,199,-0.04784689,2.9,4.63,4.63,0,5.293304824724492,2004.2,0.185,0.10756756756756757,1,0,0,0,0
70,8033,2004,529,1850,8,3,230,0.155778894,2.9,4.63,4.63,0,5.438079308923196,2004.3,0.185,0.12432432432432433,1,0,0,0,0
71,8033,2004,529,1850,8,4,231,0.004347826,2.9,4.63,4.63,0,5.442417710521793,2004.4,0.185,0.12486486486486487,1,0,0,0,0
72,8035,2004,39954,232508,8,1,66627,74.28474576,2.9,4.63,4.63,0,11.106865179779318,2004.1,23.2508,0.2865578818793332,1,0,0,0,0
73,8035,2004,39954,232508,8,2,68490,0.027961637,2.9,4.63,4.63,0,11.134443028191951,2004.2,23.2508,0.29457050940182705,1,0,0,0,0
74,8035,2004,39954,232508,8,3,74009,0.080581107,2.9,4.63,4.63,0,11.211941986412619,2004.3,23.2508,0.3183073270597141,1,0,0,0,0
75,8035,2004,39954,232508,8,4,72918,-0.01474145,2.9,4.63,4.63,0,11.197090801098856,2004.4,23.2508,0.3136150153973197,1,0,0,0,0
76,8037,2004,9035,45893,8,1,25177,-0.747429351,2.9,4.63,4.63,0,10.133686158324014,2004.1,4.5893,0.5486021833395072,1,0,0,0,0
77,8037,2004,9035,45893,8,2,23385,-0.07117607299999999,2.9,4.63,4.63,0,10.059850070159987,2004.2,4.5893,0.5095548340705555,1,0,0,0,0
78,8037,2004,9035,45893,8,3,23548,0.00697028,2.9,4.63,4.63,0,10.066796170148152,2004.3,4.5893,0.5131065739873183,1,0,0,0,0
79,8037,2004,9035,45893,8,4,22103,-0.061364022,2.9,4.63,4.63,0,10.003468624899442,2004.4,4.5893,0.481620290676138,1,0,0,0,0
80,8039,2004,3918,21977,8,1,2043,-0.911401188,2.9,4.63,4.63,0,7.622174594817622,2004.1,2.1977,0.09296082267825453,1,0,0,0,0
81,8039,2004,3918,21977,8,2,2170,0.062163485,2.9,4.63,4.63,0,7.682482446534506,2004.2,2.1977,0.09873959139099968,1,0,0,0,0
82,8039,2004,3918,21977,8,3,2196,0.011981567,2.9,4.63,4.63,0,7.694392802629421,2004.3,2.1977,0.09992264640305774,1,0,0,0,0
83,8039,2004,3918,21977,8,4,2170,-0.011839709,2.9,4.63,4.63,0,7.682482446534506,2004.4,2.1977,0.09873959139099968,1,0,0,0,0
84,8041,2004,68232,556667,8,1,190410,80.23293515,2.9,4.63,4.63,0,12.156934920968625,2004.1,55.6667,0.34205368739300157,1,0,0,0,0
85,8041,2004,68232,556667,8,2,195566,0.02707841,2.9,4.63,4.63,0,12.18365319734281,2004.2,55.6667,0.351315957295834,1,0,0,0,0
86,8041,2004,68232,556667,8,3,199199,0.018576849,2.9,4.63,4.63,0,12.202059604039713,2004.3,55.6667,0.35784230069323314,1,0,0,0,0
87,8041,2004,68232,556667,8,4,193909,-0.026556358,2.9,4.63,4.63,0,12.175144255831754,2004.4,55.6667,0.34833931237166926,1,0,0,0,0
88,8043,2004,5158,46605,8,1,7220,-0.96497424,2.9,4.63,4.63,0,8.884610231886873,2004.1,4.6605,0.15491900010728463,1,0,0,0,0
89,8043,2004,5158,46605,8,2,7396,0.024376731,2.9,4.63,4.63,0,8.908694592507015,2004.2,4.6605,0.15869541894646497,1,0,0,0,0
90,8043,2004,5158,46605,8,3,8168,0.104380746,2.9,4.63,4.63,0,9.007979359844501,2004.3,4.6605,0.17526016521832422,1,0,0,0,0
91,8043,2004,5158,46605,8,4,7181,-0.120837414,2.9,4.63,4.63,0,8.879193928110318,2004.4,4.6605,0.1540821800236026,1,0,0,0,0
92,8045,2004,9194,48193,8,1,14274,1.055291577,2.9,4.63,4.63,0,9.566194979531012,2004.1,4.8193,0.29618409312555766,1,0,0,0,0
93,8045,2004,9194,48193,8,2,15027,0.052753258,2.9,4.63,4.63,0,9.617603862025726,2004.2,4.8193,0.3118087689083477,1,0,0,0,0
94,8045,2004,9194,48193,8,3,16495,0.097690823,2.9,4.63,4.63,0,9.710812583662682,2004.3,4.8193,0.342269624219285,1,0,0,0,0
95,8045,2004,9194,48193,8,4,16753,0.015641103,2.9,4.63,4.63,0,9.726332625693532,2004.4,4.8193,0.34762309879028075,1,0,0,0,0
96,8047,2004,402,4752,8,1,4164,-0.7795659079999999,2.9,4.63,4.63,0,8.33423142973486,2004.1,0.4752,0.8762626262626263,1,0,0,0,0
97,8047,2004,402,4752,8,2,4206,0.010086455,2.9,4.63,4.63,0,8.344267356262645,2004.2,0.4752,0.88510101010101,1,0,0,0,0
98,8047,2004,402,4752,8,3,4302,0.022824536,2.9,4.63,4.63,0,8.366835309827675,2004.3,0.4752,0.9053030303030303,1,0,0,0,0
99,8047,2004,402,4752,8,4,3811,-0.114132961,2.9,4.63,4.63,0,8.24564690087386,2004.4,0.4752,0.8019781144781145,1,0,0,0,0
100,8049,2004,3141,13596,8,1,5928,0.35714285700000004,2.9,4.63,4.63,0,8.687442166975924,2004.1,1.3596,0.43601059135039716,1,0,0,0,0
101,8049,2004,3141,13596,8,2,5237,-0.116565452,2.9,4.63,4.63,0,8.563504094279487,2004.2,1.3596,0.3851868196528391,1,0,0,0,0
102,8049,2004,3141,13596,8,3,5637,0.076379607,2.9,4.63,4.63,0,8.637107288081575,2004.3,1.3596,0.4146072374227714,1,0,0,0,0
103,8049,2004,3141,13596,8,4,4523,-0.197622849,2.9,4.63,4.63,0,8.416930769477844,2004.4,1.3596,0.3326713739335099,1,0,0,0,0
104,8051,2004,3393,14356,8,1,5729,0.157841552,2.9,4.63,4.63,0,8.653296274408579,2004.1,1.4356,0.3990665923655614,1,0,0,0,0
105,8051,2004,3393,14356,8,2,5576,-0.026706231,2.9,4.63,4.63,0,8.62622695244036,2004.2,1.4356,0.3884090275842853,1,0,0,0,0
106,8051,2004,3393,14356,8,3,5893,0.05685078900000001,2.9,4.63,4.63,0,8.681520484837913,2004.3,1.4356,0.410490387294511,1,0,0,0,0
107,8051,2004,3393,14356,8,4,5388,-0.085694892,2.9,4.63,4.63,0,8.591929537530255,2004.4,1.4356,0.3753134577876846,1,0,0,0,0
108,8053,2004,288,810,8,1,128,-0.976186047,2.9,4.63,4.63,0,4.852030263919617,2004.1,0.081,0.1580246913580247,1,0,0,0,0
109,8053,2004,288,810,8,2,129,0.0078125,2.9,4.63,4.63,0,4.859812404361672,2004.2,0.081,0.15925925925925927,1,0,0,0,0
110,8053,2004,288,810,8,3,239,0.852713178,2.9,4.63,4.63,0,5.476463551931511,2004.3,0.081,0.29506172839506173,1,0,0,0,0
111,8053,2004,288,810,8,4,175,-0.267782427,2.9,4.63,4.63,0,5.1647859739235145,2004.4,0.081,0.21604938271604937,1,0,0,0,0
112,8055,2004,1317,7193,8,1,1194,6.065088757000001,2.9,4.63,4.63,0,7.085064293952548,2004.1,0.7193,0.1659947170860559,1,0,0,0,0
113,8055,2004,1317,7193,8,2,1265,0.059463987,2.9,4.63,4.63,0,7.142827401161621,2004.2,0.7193,0.1758654247184763,1,0,0,0,0
114,8055,2004,1317,7193,8,3,1339,0.058498024,2.9,4.63,4.63,0,7.199678345691172,2004.3,0.7193,0.18615320450437925,1,0,0,0,0
115,8055,2004,1317,7193,8,4,1256,-0.06198655700000001,2.9,4.63,4.63,0,7.135687347028144,2004.4,0.7193,0.17461420825802865,1,0,0,0,0
116,8057,2004,401,1486,8,1,316,-0.581456954,2.9,4.63,4.63,0,5.755742213586912,2004.1,0.1486,0.2126514131897712,1,0,0,0,0
117,8057,2004,401,1486,8,2,331,0.047468354,2.9,4.63,4.63,0,5.802118375377063,2004.2,0.1486,0.22274562584118437,1,0,0,0,0
118,8057,2004,401,1486,8,3,400,0.208459215,2.9,4.63,4.63,0,5.991464547107982,2004.3,0.1486,0.2691790040376851,1,0,0,0,0
119,8057,2004,401,1486,8,4,377,-0.0575,2.9,4.63,4.63,0,5.932245187448011,2004.4,0.1486,0.25370121130551815,1,0,0,0,0
120,8059,2004,75507,520900,8,1,170036,429.4708861,2.9,4.63,4.63,0,12.043765458319301,2004.1,52.09,0.3264273373008255,1,0,0,0,0
121,8059,2004,75507,520900,8,2,172474,0.01433814,2.9,4.63,4.63,0,12.05800177945577,2004.2,52.09,0.33110769821462854,1,0,0,0,0
122,8059,2004,75507,520900,8,3,176047,0.020716166,2.9,4.63,4.63,0,12.078506283824543,2004.3,52.09,0.337966980226531,1,0,0,0,0
123,8059,2004,75507,520900,8,4,176773,0.004123899,2.9,4.63,4.63,0,12.08262170259144,2004.4,52.09,0.33936072182760607,1,0,0,0,0
124,8061,2004,543,1457,8,1,150,-0.999238563,2.9,4.63,4.63,0,5.0106352940962555,2004.1,0.1457,0.1029512697323267,1,0,0,0,0
125,8061,2004,543,1457,8,2,142,-0.053333333,2.9,4.63,4.63,0,4.955827057601261,2004.2,0.1457,0.09746053534660261,1,0,0,0,0
126,8061,2004,543,1457,8,3,143,0.007042254,2.9,4.63,4.63,0,4.962844630259907,2004.3,0.1457,0.09814687714481812,1,0,0,0,0
127,8061,2004,543,1457,8,4,123,-0.13986014,2.9,4.63,4.63,0,4.812184355372417,2004.4,0.1457,0.08442004118050789,1,0,0,0,0
128,8063,2004,1638,8157,8,1,2074,13.10884354,2.9,4.63,4.63,0,7.637234388789473,2004.1,0.8157,0.25426014466102737,1,0,0,0,0
129,8063,2004,1638,8157,8,2,2141,0.032304725,2.9,4.63,4.63,0,7.669028288589683,2004.2,0.8157,0.26247394875567,1,0,0,0,0
130,8063,2004,1638,8157,8,3,2284,0.066791219,2.9,4.63,4.63,0,7.7336835707759,2004.3,0.8157,0.28000490376363857,1,0,0,0,0
131,8063,2004,1638,8157,8,4,2198,-0.03765324,2.9,4.63,4.63,0,7.6953031349635665,2004.4,0.8157,0.2694618119406645,1,0,0,0,0
132,8065,2004,895,7434,8,1,1086,-0.480134035,2.9,4.63,4.63,0,6.990256500493881,2004.1,0.7434,0.14608555286521388,1,0,0,0,0
133,8065,2004,895,7434,8,2,1075,-0.010128913,2.9,4.63,4.63,0,6.980075940561763,2004.2,0.7434,0.144605864944848,1,0,0,0,0
134,8065,2004,895,7434,8,3,1056,-0.017674419,2.9,4.63,4.63,0,6.962243464266207,2004.3,0.7434,0.1420500403551251,1,0,0,0,0
135,8065,2004,895,7434,8,4,930,-0.119318182,2.9,4.63,4.63,0,6.835184586147301,2004.4,0.7434,0.12510088781275222,1,0,0,0,0
136,8067,2004,9803,46728,8,1,16265,10.0196477,2.9,4.63,4.63,0,9.696770838907451,2004.1,4.6728,0.34807824002739257,1,0,0,0,0
137,8067,2004,9803,46728,8,2,16931,0.040946818,2.9,4.63,4.63,0,9.736901540128232,2004.2,4.6728,0.36233093648347886,1,0,0,0,0
138,8067,2004,9803,46728,8,3,18585,0.097690627,2.9,4.63,4.63,0,9.830110082731352,2004.3,4.6728,0.3977272727272727,1,0,0,0,0
139,8067,2004,9803,46728,8,4,17669,-0.049287059,2.9,4.63,4.63,0,9.77956697061665,2004.4,4.6728,0.37812446498887176,1,0,0,0,0
140,8069,2004,43441,271510,8,1,93265,3.774495751,2.9,4.63,4.63,0,11.443200182478662,2004.1,27.151,0.34350484328385694,1,0,0,0,0
141,8069,2004,43441,271510,8,2,95407,0.022966815,2.9,4.63,4.63,0,11.4659072300066,2004.2,27.151,0.35139405546757024,1,0,0,0,0
142,8069,2004,43441,271510,8,3,100003,0.048172565999999986,2.9,4.63,4.63,0,11.512955464520237,2004.3,27.151,0.3683216087805237,1,0,0,0,0
143,8069,2004,43441,271510,8,4,97178,-0.028249153,2.9,4.63,4.63,0,11.484299627381786,2004.4,27.151,0.3579168354756731,1,0,0,0,0
144,8071,2004,2171,15573,8,1,3107,-0.972272297,2.9,4.63,4.63,0,8.041412909393047,2004.1,1.5573,0.1995119758556476,1,0,0,0,0
145,8071,2004,2171,15573,8,2,3272,0.05310589,2.9,4.63,4.63,0,8.093156697722637,2004.2,1.5573,0.21010723688435112,1,0,0,0,0
146,8071,2004,2171,15573,8,3,3316,0.013447433,2.9,4.63,4.63,0,8.106514516255185,2004.3,1.5573,0.21293263982533872,1,0,0,0,0
147,8071,2004,2171,15573,8,4,3306,-0.003015682,2.9,4.63,4.63,0,8.10349427838097,2004.4,1.5573,0.2122905027932961,1,0,0,0,0
148,8073,2004,1021,5751,8,1,1172,-0.669673055,2.9,4.63,4.63,0,7.066466970136958,2004.1,0.5751,0.2037906451051991,1,0,0,0,0
149,8073,2004,1021,5751,8,2,1158,-0.011945392,2.9,4.63,4.63,0,7.05444965813294,2004.2,0.5751,0.20135628586332813,1,0,0,0,0
150,8073,2004,1021,5751,8,3,1257,0.085492228,2.9,4.63,4.63,0,7.136483208590247,2004.3,0.5751,0.21857068335941576,1,0,0,0,0
151,8073,2004,1021,5751,8,4,1184,-0.058074781,2.9,4.63,4.63,0,7.076653815443951,2004.4,0.5751,0.20587723874108851,1,0,0,0,0
152,8075,2004,3081,21795,8,1,5334,4.404255319,2.9,4.63,4.63,0,8.58185670474196,2004.1,2.1795,0.24473503097040605,1,0,0,0,0
153,8075,2004,3081,21795,8,2,5365,0.0058117740000000005,2.9,4.63,4.63,0,8.587651655064798,2004.2,2.1795,0.24615737554484973,1,0,0,0,0
154,8075,2004,3081,21795,8,3,5459,0.017520968999999997,2.9,4.63,4.63,0,8.605020901781758,2004.3,2.1795,0.25047029135122734,1,0,0,0,0
155,8075,2004,3081,21795,8,4,5375,-0.015387433999999997,2.9,4.63,4.63,0,8.589513852995864,2004.4,2.1795,0.24661619637531543,1,0,0,0,0
156,8077,2004,18842,127678,8,1,43566,6.845488925,2.9,4.63,4.63,0,10.682032308608301,2004.1,12.7678,0.3412177509046194,1,0,0,0,0
157,8077,2004,18842,127678,8,2,45519,0.044828536,2.9,4.63,4.63,0,10.72588510019335,2004.2,12.7678,0.3565140431397735,1,0,0,0,0
158,8077,2004,18842,127678,8,3,46925,0.030888201,2.9,4.63,4.63,0,10.75630586145471,2004.3,12.7678,0.36752612039662275,1,0,0,0,0
