01000000000000ALABAMA                                                                                            01          485897916             093013
01100100100000AUTAUGA COUNTY                                                  Autauga                            0100199001    5534716             093013
01100200200000BALDWIN COUNTY                                                  Baldwin                            0100399003   20370916             093013
01100400400000BIBB COUNTY                                                     Bibb                               0100799007    2258316             093013
01100600600000BULLOCK COUNTY                                                  Bullock                            0101199011    1069616             093013
01100700700000BUTLER COUNTY                                                   Butler                             0101399013    2015416             093013
01100800800000CALHOUN COUNTY                                                  Calhoun                            0101599015   11562016             093013
01101101100000CHILTON COUNTY                                                  Chilton                            0102199021    4394316             093013
01101401400000CLAY COUNTY                                                     Clay                               0102799027    1355516             093013
01101601600000COFFEE COUNTY                                                   Coffee                             0103199031    5121116             093013
01101701700000COLBERT COUNTY                                                  Colbert                            0103399033    5435416             093013
01102202200000CULLMAN COUNTY                                                  Cullman                            0104399043    8200516             093013
01102402400000DALLAS COUNTY                                                   Dallas                             0104799047    4113116             093013
01102602600000ELMORE COUNTY                                                   Elmore                             0105199051    8146816             093013
01102702700000ESCAMBIA COUNTY                                                 Escambia                           0105399053    3778916             093013
01102802800000ETOWAH COUNTY                                                   Etowah                             0105599055   10305716             093013
01103203200000GREENE COUNTY                                                   Greene                             0106399063     847916             093013
01103503500000HOUSTON COUNTY                                                  Houston                            0106999069   10417316             093013
01103703700000JEFFERSON COUNTY                                                Jefferson                          0107399073   66036716             093013
01103903900000LAUDERDALE COUNTY                                               Lauderdale                         0107799077    9259616             093013
01104104100000LEE COUNTY                                                      Lee                                0108199081   15699316             093013
01104204200000LIMESTONE COUNTY                                                Limestone                          0108399083    9166316             093013
01104504500000MADISON COUNTY                                                  Madison                            0108999089   35308916             093013
01104804800000MARSHALL COUNTY                                                 Marshall                           0109599095    9472516             093013
01104904900000MOBILE COUNTY                                                   Mobile                             0109799097   41539516             093013
01105105100000MONTGOMERY COUNTY                                               Montgomery                         0110199101   22651916             093013
01105205200000MORGAN COUNTY                                                   Morgan                             0110399103   11956516             093013
01105505500000PIKE COUNTY                                                     Pike                               0110999109    3304616             093013
01105705700000RUSSELL COUNTY                                                  Russell                            0111399113    5966016             093013
01105905900000SHELBY COUNTY                                                   Shelby                             0111799117   20871316             093013
01106106100000TALLADEGA COUNTY                                                Talladega                          0112199121    8086216             093013
01106206200000TALLAPOOSA COUNTY                                               Tallapoosa                         0112399123    4084416             093013
01106306300000TUSCALOOSA COUNTY                                               Tuscaloosa                         0112599125   20397616             093013
01106406400000WALKER COUNTY                                                   Walker                             0112799127    6529416             093013
01200100300000PRATTVILLE CITY                                                 Autauga                            0100162328    3542016             093013
01200200200000DAPHNE CITY                                                     Baldwin                            0100319648    2489616             093013
01200200400000FAIRHOPE CITY                                                   Baldwin                            0100325240    1873016             093013
01200200500000FOLEY CITY                                                      Baldwin                            0100326992    1721816             093013
01200200800000SUMMERDALE TOWN                                                 Baldwin                            0100373872     112816             093013
01200210200000PERDIDO BEACH TOWN                                              Baldwin                            0100359088      63116             093013
01200240100000ORANGE BEACH CITY                                               Baldwin                            0100357144     585016             123113
01200250100000GULF SHORES CITY                                                Baldwin                            0100332272    1113116             093013
01200800100000ANNISTON CITY                                                   Calhoun                            0101501852    2234716             093013
01200910100000CUSSETA TOWN                                                    Chambers                           0101719216      12416                 13
01200960100000VALLEY CITY                                                     Chambers                           0101778204     946416             093013
01201600200000ENTERPRISE CITY                                                 Coffee                             0103124184    2797816             093013
01201700400000MUSCLE SHOALS CITY                                              Colbert                            0103353016    1370616             093013
01201700500000SHEFFIELD CITY                                                  Colbert                            0103369648     910816             093013
01201700600000TUSCUMBIA CITY                                                  Colbert                            0103377280     847416             093013
01202000600000RED LEVEL TOWN                                                  Covington                          0103963768      49016             093013
01202200100000CULLMAN CITY                                                    Cullman                            0104318976    1535016             093013
01202690100000MILLBROOK CITY                                                  Elmore                             0105148712    1531416             093013
01202700400000FLOMATON TOWN                                                   Escambia                           0105326824     141116             093013
01202800300000GADSDEN CITY                                                    Etowah                             0105528696    3608416             093013
01203000300000RED BAY CITY                                                    Franklin                           0105963576     313116             093013
01203000400000RUSSELLVILLE CITY                                               Franklin                           0105967056     984716             093013
01203500200000COLUMBIA TOWN                                                   Houston                            0106916744      73716             093013
01203500400000DOTHAN CITY                                                     Houston                            0106921184    6856716             093013
01203600500000SCOTTSBORO CITY                                                 Jackson                            0107168736    1472216             093013
01203700200000BESSEMER CITY                                                   Jefferson                          0107305980    2673016             093013
01203700300000BIRMINGHAM CITY                                                 Jefferson                          0107307000   21246116             063013
01203700800000FAIRFIELD CITY                                                  Jefferson                          0107325120    1090716             093013
01203700900000FULTONDALE CITY                                                 Jefferson                          0107328552     904816             093013
01203701000000GARDENDALE CITY                                                 Jefferson                          0107329056    1371116             093013
01203701200000HOMEWOOD CITY                                                   Jefferson                          0107335800    2570816             093013
01203701300000IRONDALE CITY                                                   Jefferson                          0107337864    1242316             093013
01203701900000MOUNTAIN BROOK CITY                                             Jefferson                          0107351696    2069116             093013
01203702500000TRUSSVILLE CITY                                                 Jefferson                          0107376944    2102316             093013
01203702600000VESTAVIA HILLS CITY                                             Jefferson                          0107378552    3417416             093013
01203750400000HUEYTOWN CITY                                                   Jefferson                          0107336448    1571016             093013
01203770200000WEST JEFFERSON TOWN                                             Jefferson                          0107381336      33616             093013
01203780100000HOOVER CITY                                                     Jefferson                          0107335896    8484816             093013
01203900100000FLORENCE CITY                                                   Lauderdale                         0107726896    4002616             093013
01204000100000COURTLAND TOWN                                                  Lawrence                           0107918040      59716             093013
01204100100000AUBURN CITY                                                     Lee                                0108103076    6205916             093013
01204100200000OPELIKA CITY                                                    Lee                                0108157048    2952716             093013
01204200200000ATHENS CITY                                                     Limestone                          0108302956    2496616             093013
01204500100000HUNTSVILLE CITY                                                 Madison                            0108937000   19058216             093013
01204500200000MADISON CITY                                                    Madison                            0108945784    4696216             093013
01204710100000TWIN TOWN                                                       Marion                             0109377352      38916             093013
01204800100000ALBERTVILLE CITY                                                Marshall                           0109500988    2146216             093013
01204900400000MOBILE CITY                                                     Mobile                             0109750000   19428816             093013
01204900500000PRICHARD CITY                                                   Mobile                             0109762496    2235116             093013
01204910100000SEMMES CITY                                                     Mobile                             0109769240     388616             093013
01204950100000SARALAND CITY                                                   Mobile                             0109768160    1390616             093013
01205100100000MONTGOMERY CITY                                                 Montgomery                         0110151000   20060216             093013
01205200200000DECATUR CITY                                                    Morgan                             0110320104    5543716             093013
01205200400000HARTSELLE CITY                                                  Morgan                             0110333448    1449316             093013
01205500200000BRUNDIDGE CITY                                                  Pike                               0110910240     198916             093013
01205500400000TROY CITY                                                       Pike                               0110976920    1885316             093013
01205700200000PHENIX CITY                                                     Russell                            0111359472    3757016             093013
01205800300000PELL CITY CITY                                                  St Clair                           0111558896    1364616             093013
01205900100000ALABASTER CITY                                                  Shelby                             0111700820    3270716             093013
01205900200000CALERA CITY                                                     Shelby                             0111711416    1321316             093013
01205930100000CHELSEA CITY                                                    Shelby                             0111714104    1205916             093013
01205970100000PELHAM CITY                                                     Shelby                             0111758848    2288516             093013
01206100200000CHILDERSBURG CITY                                               Talladega                          0112114464     504616             093013
01206100500000SYLACAUGA CITY                                                  Talladega                          0112174352    1265716             093013
01206100600000TALLADEGA CITY                                                  Talladega                          0112174592    1570916             093013
01206200100000ALEXANDER CITY CITY                                             Tallapoosa                         0112301132    1471816             093013
01206300100000NORTHPORT CITY                                                  Tuscaloosa                         0112555200    2477216             093013
01206300200000TUSCALOOSA CITY                                                 Tuscaloosa                         0112577256    9833216             093013
01206400400000JASPER CITY                                                     Walker                             0112738416    1407116             093013
01400137000000AUTAUGAVILLE WATER AUTHORITY                                    Autauga                            01001                         91      13
01400160100000AUTAUGA COUNTY WATER AUTHORITY                                  Autauga                            01001                         91  093013
01400241300000BALDWIN COUNTY BOARD OF MENTAL HEALTH                           Baldwin                            01003                         32  093013
01400290200000ORANGE BEACH WATER SEWER AND FIRE PROTECTION AUTHORITY          Baldwin                            01003                         91  103113
01400290800000BALDWIN COUNTY EASTERN SHORE HEALTH CARE AUTHORITY              Baldwin                            01003                         40  033113
01400340100000SPECTRACARE HEALTH SYSTEMS                                      Barbour                            01005                         32  093013
01400800100000ANNISTON HOUSING AUTHORITY                                      Calhoun                            01015                         50  033113
01400810200000MCCLELLAN DEVELOPMENT AUTHORITY                                 Calhoun                            01015                         99      13
01400840200000NORTHEAST ALABAMA REGIONAL MEDICAL CENTER                       Calhoun                            01015                         40  063013
01401060100000NORTHEAST ALABAMA WATER AUTHORITY                               Cherokee                           01019                         91  123113
01401100100000CHILTON COUNTY HOSPITAL BOARD                                   Chilton                            01021                         40  093013
01401300100000CLARKE MOBILE COUNTIES GAS DISTRICT                             Clarke                             01025                         93  093013
01401400100000CLAY COUNTY HEALTHCARE AUTHORITY                                Clay                               01027                         40  093013
01401450400000EAST CENTRAL ALABAMA GAS DISTRICT                               Clay                               01027                         93  033113
01401550300000CLEBURNE COUNTY HOSPITAL BOARD                                  Cleburne                           01029                         77  093013
01401612300000ELBA HEALTH CARE AUTHORITY                                      Coffee                             01031                         40      13
01401700100000NORTHWEST ALABAMA HEALTH CARE AUTHORITY (COLBERT COUNTY)        Colbert                            01033                         40  093013
01401740100000NORTH ALABAMA GAS DISTRICT                                      Colbert                            01033                         93  093013
01401740300000NORTHWEST ALABAMA REGIONAL AIRPORT AUTHORITY                    Colbert                            01033                         01  093013
01401820200000OWASSA AND BROWNVILLE WATERWORKS AND FIRE PROTECTION AUTHORITY  Conecuh                            01035                         91  123113
01401870100000SOUTH ALABAMA GAS DISTRICT                                      Conecuh                            01035                         93  093013
01402000200000SOUTHEAST ALABAMA GAS DISTRICT                                  Covington                          01039                         93  093013
01402050100000ANDALUSIA HOUSING AUTHORITY                                     Covington                          01039                         50  063013
01402250200000CULLMAN JEFFERSON COUNTY GAS DISTRICT                           Cullman                            01043                         93  043013
01402280100000CULLMAN COUNTY HEALTH CARE AUTHORITY                            Cullman                            01043                         40  063013
01402300100000DALE COUNTY HOSPITAL ASSOCIATION                                Dale                               01045                         40  093013
01402500300000DEKALB CHEROKEE NATURAL GAS DISTRICT                            DeKalb                             01049                         93  083113
01402500500000FORT PAYNE CITY IMPROVEMENT AUTHORITY                           DeKalb                             01049                         92  063013
01402560100000NORTHEAST ALABAMA WATER SEWER AND FIRE PROTECTION DISTRICT      DeKalb                             01049                         98  063013
01402690100000CENTRAL ELMORE COUNTY WATER AND SEWER AUTHORITY                 Elmore                             01051                         91  063013
01402700100000ESCAMBIA COUNTY HEALTH CARE AUTHORITY                           Escambia                           01053                         40  093013
01403020100000FRANKLIN COUNTY WATER SERVICE AUTHORITY                         Franklin                           01059                         99  093013
01403090100000BEAR CREEK DEVELOPMENT AUTHORITY                                Franklin                           01059                         99  093013
01403100200000GENEVA COUNTY HEALTH CARE AUTHORITY                             Geneva                             01061                         40  093013
01403100300000GENEVA COUNTY NATURAL GAS DISTRICT                              Geneva                             01061                         93  073113
01403270300000GREENE COUNTY HOSPITAL BOARD                                    Greene                             01063                         40  093013
01403500400000HOUSTON COUNTY HEALTH CARE AUTHORITY                            Houston                            01069                         40  093013
01403510100000HOUSTON COUNTY COOPERATIVE DISTRICT                             Houston                            01069                         99  093013
01403600100000JACKSON COUNTY HEALTH CARE AUTHORITY                            Jackson                            01071                         40  093013
01403700100000BIRMINGHAM HOUSING AUTHORITY                                    Jefferson                          01073                         50  063013
01403700300000JEFFERSON COUNTY RURAL HOUSING AUTHORITY                        Jefferson                          01073                         50  123113
01403700400000LEEDS HOUSING AUTHORITY                                         Jefferson                          01073                         50  063013
01403710100000VESTAVIA HILLS MOUNTAIN BROOK & HOMEWOOD REGIONAL JAIL AUTHORITYJefferson                          01073                         04  093013
01403712400000DANIEL PAYNE TOWN CENTER COOPERATIVE DISTRICT                   Jefferson                          01073                         89      13
01403714200000LEEDS COOPERATIVE DISTRICT                                      Jefferson                          01073                         40  093013
01403720100000BIRMINGHAM AIRPORT AUTHORITY                                    Jefferson                          01073                         01  063013
01403740100000JEFFERSON-BLOUNT-ST CLAIR MENTAL HEALTH/RETARDATION AUTHORITY   Jefferson                          01073                         32  093013
01403750100000BESSEMER HOUSING AUTHORITY                                      Jefferson                          01073                         50  063013
01403761100000WARRIOR RIVER WATER AUTHORITY                                   Jefferson                          01073                         91  093013
01403761200000BIRMINGHAM JEFFERSON CIVIC CENTER AUTHORITY                     Jefferson                          01073                         61  083113
01403790100000BIRMINGHAM-JEFFERSON COUNTY TRANSIT AUTHORITY                   Jefferson                          01073                         94  093013
01403800200000LAMAR COUNTY NATURAL GAS DISTRICT                               Lamar                              01075                         93  063013
01404030100000NORTH CENTRAL ALABAMA MENTAL HEALTH BOARD                       Lawrence                           01079                         32  093013
01404070200000MOULTON WATER AUTHORITY                                         Lawrence                           01079                         91  093013
01404100200000EAST ALABAMA HEALTH CARE AUTHORITY                              Lee                                01081                         40  093013
01404110100000WEST PACE COOPERATIVE DISTRICT                                  Lee                                01081                         99  093013
01404138000000BEULAH UTILITIES DISTRICT                                       Lee                                01081                         96      13
01404200200000HH HEALTH SYSTEMS ATHENS-LIMESTONE, LLC                         Limestone                          01083                         40  063013
01404540400000HUNTSVILLE HEALTH CARE AUTHORITY                                Madison                            01089                         40  063013
01404560200000HARVEST-MONROVIA WATER AUTHORITY                                Madison                            01089                         91  123113
01404570100000HUNTSVILLE-MADISON COUNTY AIRPORT AUTHORITY                     Madison                            01089                         01  063013
01404612700000TOMBIGBEE HEALTH CARE AUTHORITY                                 Marengo                            01091                         40  093013
01404700300000GUIN HOUSING AUTHORITY                                          Marion                             01093                         50  063013
01404700600000NORTHWEST ALABAMA GAS DISTRICT                                  Marion                             01093                         93  063013
01404800100000BOAZ CITY HOUSING AUTHORITY                                     Marshall                           01095                         50  063013
01404800200000MARSHALL COUNTY GAS DISTRICT                                    Marshall                           01095                         93  083113
01404800300000MARSHALL COUNTY HEALTH CARE AUTHORITY                           Marshall                           01095                         40  093013
01404840100000MARSHALL-JACKSON MENTAL HEALTH BOARD                            Marshall                           01095                         32  093013
01404850300000GUNTERSVILLE HOUSING AUTHORITY                                  Marshall                           01095                         50  063013
01404880100000DOUGLAS WATER AND FIRE PROTECTION AUTHORITY                     Marshall                           01095                         91  093013
01404900100000MOBILE HOUSING BOARD                                            Mobile                             01097                         50  123113
01404900500000MOBILE COUNTY HOSPITAL BOARD                                    Mobile                             01097                         40      13
01404930100000KUSHLA WATER DISTRICT                                           Mobile                             01097                         91  093013
01404940100000MOBILE AIRPORT AUTHORITY                                        Mobile                             01097                         01  093013
01404940400000ALTAPOINTE HEALTH CARE SYSTEMS INC                              Mobile                             01097                         32  093013
01404970400000PRICHARD CITY HOUSING AUTHORITY                                 Mobile                             01097                         50  063013
01404980300000MOBILE COUNTY WATER SEWER FIRE PROTECTION AUTHORITY             Mobile                             01097                         99  022813
01404990200000ST ELMO IRVINGTON WATER AUTHORITY                               Mobile                             01097                         91  123113
01405070100000MONROE COUNTY HOSPITAL BOARD                                    Monroe                             01099                         40  093013
01405100200000MONTGOMERY CITY HOUSING AUTHORITY                               Montgomery                         01101                         50  033113
01405114500000HEALTH CARE AUTHORITY OF BAPTIST HEALTH                         Montgomery                         01101                         40      13
01405140100000MONTGOMERY AREA MENTAL HEALTH AUTHORITY                         Montgomery                         01101                         32  093013
01405140200000ALABAMA MUNICIPAL ELECTRIC AUTHORITY                            Montgomery                         01101                         92  093013
01405200100000DECATUR CITY HOUSING AUTHORITY                                  Morgan                             01103                         50  063013
01405220100000HEALTH CARE AUTHORITY MORGAN COUNTY-CITY OF DECATUR             Morgan                             01103                         40  063013
01405260200000WEST MORGAN-EAST LAWRENCE WATER AND SEWER AUTHORITY             Morgan                             01103                         91  093013
01405480300000PICKENS COUNTY NATURAL GAS DISTRICT                             Pickens                            01107                         93  053113
01405490100000PICKENS COUNTY WATER AUTHORITY                                  Pickens                            01107                         91  093013
01405711000000RUSSELL COUNTY WATER AUTHORITY                                  Russell                            01113                         91  093013
01405835000000CHANDLER MOUNTAIN-GREASY COVE WATER AUTHORITY                   St Clair                           01115                         91  123113
01405900100000CALERA TOWN HOUSING AUTHORITY                                   Shelby                             01117                         50  063013
01405940200000CHILTON AND SHELBY COUNTIES MENTAL HEALTH BOARD                 Shelby                             01117                         32  093013
01406240100000EAST ALABAMA MENTAL HEALTH AND MENTAL RETARDATION BOARD         Tallapoosa                         01123                         32  093013
01406300100000TUSCALOOSA HOUSING AUTHORITY                                    Tuscaloosa                         01125                         50  033113
01406360200000TUSCALOOSA COUNTY PARKING AND TRANSIT AUTHORITY                 Tuscaloosa                         01125                         94  093013
01406390100000DCH HEALTH CARE AUTHORITY                                       Tuscaloosa                         01125                         40  093013
01406690100000WILCOX COUNTY GAS DISTRICT                                      Wilcox                             01131                         93  093013
01406740100000NORTHWEST ALABAMA MENTAL HEALTH BOARD                           Winston                            01133                         32  093013
01500100100000AUTAUGA COUNTY SCHOOL DISTRICT                                  Autauga                            01001                   992310  03093013
01500200100000BALDWIN COUNTY SCHOOL DISTRICT                                  Baldwin                            01003                  2820010  03093013
01500300100000BARBOUR COUNTY SCHOOL DISTRICT                                  Barbour                            01005                   107410  03093013
01500300200000EUFAULA CITY SCHOOL DISTRICT                                    Barbour                            01005                   277310  03093013
01500400100000BIBB COUNTY SCHOOL DISTRICT                                     Bibb                               01007                   351210  03093013
01500500100000BLOUNT COUNTY SCHOOL DISTRICT                                   Blount                             01009                   849810  03093013
01500500200000ONEONTA CITY SCHOOL DISTRICT                                    Blount                             01009                   144810  03093013
01500600100000BULLOCK COUNTY SCHOOL DISTRICT                                  Bullock                            01011                   158510  03093013
01500700100000BUTLER COUNTY SCHOOL DISTRICT                                   Butler                             01013                   337810  03093013
01500800200000ANNISTON CITY SCHOOL DISTRICT                                   Calhoun                            01015                   231210  03093013
01500800300000CALHOUN COUNTY SCHOOL DISTRICT                                  Calhoun                            01015                   941310  03093013
01500800400000JACKSONVILLE CITY SCHOOL DISTRICT                               Calhoun                            01015                   170210  03093013
01500800500000PIEDMONT CITY SCHOOL DISTRICT                                   Calhoun                            01015                   113910  03093013
01500880100000OXFORD CITY SCHOOL DISTRICT                                     Calhoun                            01015                   408410  03093013
01500900100000CHAMBERS COUNTY SCHOOL DISTRICT                                 Chambers                           01017                   407010  03063013
01500900200000LANETT CITY SCHOOL DISTRICT                                     Chambers                           01017                    81210  03093013
01501000100000CHEROKEE COUNTY SCHOOL DISTRICT                                 Cherokee                           01019                   408110  03093013
01501100100000CHILTON COUNTY SCHOOL DISTRICT                                  Chilton                            01021                   786710  03093013
01501200100000CHOCTAW COUNTY SCHOOL DISTRICT                                  Choctaw                            01023                   176910  03093013
01501300100000CLARKE COUNTY SCHOOL DISTRICT                                   Clarke                             01025                   340610  03093013
01501370100000THOMASVILLE CITY SCHOOL DISTRICT                                Clarke                             01025                   152410  03093013
01501400100000CLAY COUNTY SCHOOL DISTRICT                                     Clay                               01027                   206810  03093013
01501500100000CLEBURNE COUNTY SCHOOL DISTRICT                                 Cleburne                           01029                   266910  03093013
01501600100000COFFEE COUNTY SCHOOL DISTRICT                                   Coffee                             01031                   201110  03093013
01501600200000ELBA CITY SCHOOL DISTRICT                                       Coffee                             01031                    82910  03093013
01501600300000ENTERPRISE CITY SCHOOL DISTRICT                                 Coffee                             01031                   651610  03093013
01501700100000COLBERT COUNTY SCHOOL DISTRICT                                  Colbert                            01033                   289510  03093013
01501700200000SHEFFIELD CITY SCHOOL DISTRICT                                  Colbert                            01033                   111310  03093013
01501700300000TUSCUMBIA CITY SCHOOL DISTRICT                                  Colbert                            01033                   158210  03093013
01501750100000MUSCLE SHOALS CITY SCHOOL DISTRICT                              Colbert                            01033                   284010  03093013
01501800100000CONECUH COUNTY SCHOOL DISTRICT                                  Conecuh                            01035                   170910  03093013
01501900100000COOSA COUNTY SCHOOL DISTRICT                                    Coosa                              01037                   127710  03093013
01502000100000ANDALUSIA CITY SCHOOL DISTRICT                                  Covington                          01039                   167010  03093013
01502000200000COVINGTON COUNTY SCHOOL DISTRICT                                Covington                          01039                   315410  03093013
01502000400000OPP CITY SCHOOL DISTRICT                                        Covington                          01039                   138510  03093013
01502100100000CRENSHAW COUNTY SCHOOL DISTRICT                                 Crenshaw                           01041                   229910  03093013
01502200100000CULLMAN CITY SCHOOL DISTRICT                                    Cullman                            01043                   301710  03093013
01502200200000CULLMAN COUNTY SCHOOL DISTRICT                                  Cullman                            01043                   977610  03093013
01502300100000DALE COUNTY SCHOOL DISTRICT                                     Dale                               01045                   291010  03093013
01502300200000OZARK CITY SCHOOL DISTRICT                                      Dale                               01045                   239510  03093013
01502370100000DALEVILLE CITY SCHOOL DISTRICT                                  Dale                               01045                   122410  03093013
01502400100000DALLAS COUNTY SCHOOL DISTRICT                                   Dallas                             01047                   388410  03093013
01502400200000SELMA CITY SCHOOL DISTRICT                                      Dallas                             01047                   415110  03093013
01502500100000DE KALB COUNTY SCHOOL DISTRICT                                  DeKalb                             01049                   890210  03093013
01502500200000FORT PAYNE CITY SCHOOL DISTRICT                                 DeKalb                             01049                   310210  03093013
